,"['Au0+', 'Au0+']","['Au0+', 'Li0+']","['Au0+', 'Tc0+']","['B0+', 'B0+']","['B3-', 'B3-']","['Ba0+', 'Ba0+']","['C0+', 'C0+']","['C0+', 'O0+']","['C4-', 'C4-']","['Ca0+', 'Ca0+']","['Cl0+', 'Cl0+']","['Co0+', 'Co0+']","['Co0+', 'Li0+']","['Co0+', 'Rh0+']","['Co0+', 'Tc0+']","['Cr0+', 'Cr0+']","['Cr0+', 'Fe0+']","['Cr0+', 'Ir0+']","['Cr0+', 'Tc0+']","['Cu0+', 'Cu0+']","['Cu0+', 'Ni0+']","['Cu0+', 'Pd0+']","['Cu0+', 'Tc0+']","['Er0+', 'Er0+']","['F-', 'F-']","['Fe0+', 'Fe0+']","['Fe0+', 'Pt0+']","['Fe0+', 'Tc0+']","['Ga0+', 'Ga0+']","['H-', 'H-']","['Hf0+', 'Hf0+']","['Hg0+', 'Hg0+']","['Ir0+', 'Ir0+']","['Ir0+', 'Mn0+']","['Ir0+', 'Tc0+']","['Ir0+', 'V0+']","['La0+', 'La0+']","['La0+', 'Y0+']","['Li0+', 'Li0+']","['Li0+', 'Ru0+']","['Mn0+', 'Mn0+']","['Mn0+', 'Ni0+']","['Mn0+', 'Tc0+']","['Mo0+', 'Mo0+']","['Ni0+', 'Ni0+']","['Ni0+', 'Pt0+']","['Ni0+', 'Tc0+']","['O0+', 'O0+']","['O2-', 'O2-']","['Os0+', 'Os0+']","['Os0+', 'Pd0+']","['Os0+', 'Pt0+']","['Os0+', 'Sc0+']","['Pd0+', 'Pd0+']","['Pd0+', 'Pt0+']","['Pd0+', 'Tc0+']","['Pt0+', 'Pt0+']","['Pt0+', 'Tc0+']","['Re0+', 'Re0+']","['Rh0+', 'Rh0+']","['Rh0+', 'Tc0+']","['Ru0+', 'Ru0+']","['Sc0+', 'Sc0+']","['Sc0+', 'Tc0+']","['Sc0+', 'Y0+']","['Si0+', 'Si0+']","['Si4-', 'Si4-']","['Sr0+', 'Sr0+']","['Tc0+', 'Tc0+']","['Tc3-', 'Tc3-']","['Te2-', 'Te2-']","['Ti0+', 'Ti0+']","['U0+', 'U0+']","['W0+', 'W0+']","['Y0+', 'Y0+']","['Zn0+', 'Zn0+']","['Zr0+', 'Zr0+']"
0,0.0033719824367836005,0.0695183432946126,0.010415891404516802,0.03678228730053173,0.17607013361131754,0.011474624966262843,0.35874861673801955,0.5055898966660937,0.7164656527952509,0.1945645583997063,0.13663785687887403,0.004762604809480246,0.004170357358050977,0.002235074844964471,0.0005056288963014213,5.622761886682057e-05,0.08268347747674629,0.010059256038531254,0.20782157193182063,0.010434991190958415,0.001549908896129787,0.005290090037083037,0.007856329718172392,0.030369353711733462,0.5950915142954448,0.00042988906246383383,0.0044729735665023015,0.003741586528546871,0.0001749002702626844,0.4996913606220063,0.07154400173927206,0.10554905536481698,8.401100806094158e-05,0.010048037625854607,0.0006948152360131813,0.00039076152312881505,0.9467019240756749,0.08628182086915795,8.682990509581324e-06,0.06026850937584123,0.002021860036179889,0.0505925611853253,0.13790992976384914,0.30493250820160395,0.007185632346739738,0.21906652297200208,0.0008803893579798743,0.8936599992800868,0.9766510471436449,8.333974209252016e-05,0.0006576191961013363,0.0010953077357370642,0.00966745804635487,7.482669161265294e-05,4.056694703662897e-05,0.0005139233045931605,0.00019232205533672542,0.00015961354841847794,0.00028613263410878184,0.0011483896581352042,0.0056485597059348506,0.001044222029319993,0.008430624371889489,0.21658639103626934,0.16837685625190008,0.44344056992247805,0.31546760310479616,0.015650386491691242,0.0008351666402721591,0.00022103239809470102,0.9059148154548315,0.6382518901442054,0.06884063591338889,0.13036387151240658,0.061606941518331945,0.09779518392378374,0.2664006617127928
1,6.903126065186553e-05,0.06952121953038587,0.010445389883428493,0.44010894862280137,,,,0.4845272813953341,0.7164815599546043,0.14172518607000756,,0.5189128243499985,0.004168144100719489,0.002289820120595324,0.0005174753304596473,0.014568371677607073,0.08264852924147882,0.010199639457600017,0.2077345577577766,0.7720510767089581,0.0015027739289955645,0.005279458612534101,0.007853379696738202,0.029511675575387412,,0.632120495652051,0.004508028746453696,0.00345800523467942,0.21711776841974909,0.4996629642112914,0.2859353607778347,,0.00038129308610242277,0.012440051894087123,0.0007387729630968213,0.00044040837232839445,0.34332057601829863,0.1692906837715934,0.5406601916800372,0.06664589964020265,0.005896048843786114,0.05097521713632505,0.13824494677029056,0.4173020565248889,0.008207472198294673,0.21807043801545348,0.0008803893579798743,0.895040107016617,0.9766510471436449,0.6722908238960457,0.0006794566553306432,0.001118772230971913,0.015221747601991594,0.00019389116191826354,3.688239533432338e-05,0.0004577491626545449,0.0001452429574525469,0.00013617139012899306,0.3394744888208239,0.37608374026240177,0.005437480868058671,0.001205160449173714,0.0014064483075793505,0.2166605435485652,0.1701904588792944,0.44338574318101104,0.31631503549315604,,0.32834594974885833,0.7876405346165047,,0.6777208329178412,0.09199685022021112,0.13216200082817997,0.009270560820281352,,
2,0.010941592968603125,,,0.03678228730053173,,,,,0.39827725442169154,0.2867591671770461,,0.44824340369632715,,,,0.08784987523742777,,,,0.5771108957439605,,,,0.028013178831445537,,0.6320740161104793,,,0.1371220322921338,,,,0.00045115455858766635,,,,0.004607221059522946,,,,0.16753397489517188,0.05008530140244243,,0.12275655021656713,0.00583774780694124,,,0.9259850675528589,,0.6722483374525906,,,,8.868873059330443e-05,,,0.8395998270470525,,0.33950510260820843,0.37689407034541555,,0.00044578238386871826,0.1946983838024806,,,0.44925976410229795,,,0.3283407492363701,0.00018766038079926013,,,,0.8616631050986486,0.006224212768520757,,
3,0.006646620696934443,,,,,,,,0.15287132405336185,0.6109670791241507,,0.07299708424967102,,,,0.09354642788058276,,,,0.5774518875680248,,,,0.025271737228624476,,0.6318629186003755,,,0.20826777198021468,,,,0.0002113776888661016,,,,,,,,0.16839689044279035,0.05157765742920178,,0.12534257761688744,0.0006782951374284359,,,0.9278339281188589,,,,,,,,,0.8394204280031248,,0.3394965907221292,0.39432986833289335,,0.0003542797582614622,0.3850947297900594,,,0.4490802211785827,,,0.32834920061750855,8.987206152139472e-05,,,,0.8648174258994056,0.012090180751022231,,
4,0.7295426682557278,,,,,,,,0.39827725442169154,0.012465873685775907,,0.519380558532078,,,,0.09143654891329261,,,,0.6763998875424733,,,,,,0.6317336988543315,,,0.13192944076703284,,,,0.9800758317043294,,,,,,,,0.1679597881850569,0.04993750535692642,,0.32660341373858437,0.007106485844008371,,,,,,,,,,,,0.7560507092264614,,0.33924308700259587,0.3942249696636227,,0.6397053216068765,0.0072180305419465955,,,0.5282608177506873,,,0.328366062112581,0.0331725639884049,,,,0.32226498571912054,0.9843080465952901,,
5,0.7313274147290687,,,,,,,,0.15287132405336185,0.6459712587220958,,0.5193727480434173,,,,0.0876533057728498,,,,0.6763762001499719,,,,,,0.7296869312689717,,,0.21888641644564533,,,,0.7562374626535084,,,,,,,,0.16841614407806865,0.0517739882894044,,0.32246523110426834,0.0586204030193358,,,,,,,,,,,,0.7557815039698672,,,0.7555157965249569,,0.6400530649802305,0.017683143563888778,,,0.5277218929559053,,,,0.0062277449735104054,,,,0.33067405565491514,0.014453410784853874,,
6,,,,,,,,,0.7271485633095518,0.6582479693602181,,0.5194616822610634,,,,0.0917120837509216,,,,0.6040982488717668,,,,,,0.7230461713149812,,,0.13665173926104457,,,,0.9795057153986098,,,,,,,,0.16800883627139684,0.050763272492116915,,0.3019597700691696,0.05201524092629337,,,,,,,,,,,,0.8076032186466366,,,0.7518614933711454,,0.6400593295494508,0.05011858725913173,,,0.6026653734409244,,,,0.00019526826370142733,,,,0.5299318444699482,0.9255504350376978,,
7,,,,,,,,,0.7271485633095518,0.6530170052007183,,0.5194073790078783,,,,0.09030062472191906,,,,0.6040535843408108,,,,,,0.7164170020643659,,,,,,,0.9831525477056438,,,,,,,,0.16762847144867452,0.05114969583617823,,0.30199935676754613,0.29046001019618106,,,,,,,,,,,,0.8085625714299588,,,0.7556499734462467,,0.639825805143276,0.0723074663290744,,,0.6025132843248296,,,,0.017299715324720764,,,,0.5282851501088677,,,
8,,,,,,,,,0.7271485633095518,,,0.07296474506641161,,,,,,,,0.645130033216968,,,,,,0.722688682092606,,,,,,,0.755537019062326,,,,,,,,0.26458291329934225,,,0.30199385919549077,0.0788935498217481,,,,,,,,,,,,,,,0.7516376889248833,,0.04967180366944328,,,,0.5161131246191502,,,,0.10030876241892603,,,,0.5282759267155915,,,
9,,,,,,,,,,,,0.2835072975496938,,,,,,,,0.645026890550444,,,,,,0.7176965005757817,,,,,,,0.9816097565643153,,,,,,,,0.26386015166237725,,,0.30202621269090285,0.07890448202654873,,,,,,,,,,,,,,,0.8264367152922533,,0.048796239554209336,,,,0.5161131246191502,,,,0.00011486930064211223,,,,0.5286218635359874,,,
